rating_star,cmtid,itemid,name,comment,clean_cmt
1,12352551245,19082573960,Áo Khoác Hoodie Zip Chất Nỉ Bông Mũ 2 Lớp In Chữ BLANCE 336,Đặt bé mà về hàng màu cam,đặt bé mà về hàng màu cam
1,12932474386,19061220384,Áo khoá nỉ 336 PM11,"Chất liệu:ko đúng hàng
Màu sắc:ko giống
Đúng với mô tả:ko đúng

Sản phẩm ko tốt ko chính hãng ko đúng hàng  hang không tốt",chất_liệu không đúng hàng màu_sắc không giống đúng với mô_tả không đúng sản_phẩm không tốt không chính hãng không đúng hàng hang không tốt
1,13189740889,21135778838,Áo nỉ hoodie nữ form rộng cute hàn quốc CaMa Store M409,"quá chật quá nhỏ , đặt size <70kg mà không biết giao kiểu gì",quá chật quá nhỏ đặt size 70 không mà không biết giao kiểu gì
1,12524373342,19776807429,Quần Ống Rộng Túi Vuông Cơi Trước Dây Nơ Cách Điệu 2 Hông Siêu Hot. M899,"Màu sắc:dden
Chất liệu:k bt
Đúng với mô tả:giống hình

Cx đc nên mua đẹp lên from nhìn gọn ng lần sau sẽ ủng hộ shop",màu_sắc dden chất_liệu không biết đúng với mô_tả giống hình cx đc nên mua đẹp lên from nhìn gọn ng lần sau sẽ ủng_hộ shop
1,13214046913,19885230667,"Áo Khoác Thom , Áo Khoác Lông Cừu Dây Kéo Khoá 4 Sọc Cánh Tay","Tôi mua áo shop làm ăn kiểu gì vậy ạ 
Mong đc shop phản hổi và hoàn trả hàng",tôi mua áo shop làm_ăn kiểu gì vậy ạ mong đc shop phản hổi và hoàn_trả hàng
1,11571190442,22313943551,💛 Loại Đẹp 💛 Tất Nam Nữ Cổ Cao Cổ Ngắn Thể Thao Thời Trang Cao Cấp - Tất Vớ Nike Nam Nữ Vải Dệt Kim Khử Mùi Kháng Khuẩn,"Màu sắc:Trắng
Chất liệu:Vải
Đúng với mô tả:Mỏng

Nói chung là đi có phong trào thôi :)) mag tính chất",màu_sắc trắng chất_liệu vải đúng với mô_tả mỏng nói_chung là đi có phong_trào thôi <emoji> very happy face or smiley </emoji> mag tính_chất
1,12939146679,19872577573,Quần Suông Nữ Dáng Dài Ống Rộng Lưng Cao Thun Gân Tăm Thời Trang Sugal QUAN NU 043,"Giao sai hàng 
Mấy ngày r vẫn chưa giải quyết đc",giao sai hàng mấy ngày r vẫn chưa giải_quyết đc
1,11657973483,18362612598,Áo Khoác Cardigan Viền Xanh Nâu FRMLK Form Rộng chew,"Màu sắc:đen
Đúng với mô tả:Khác xa với ảnh

Tiếc vì mẫu k giống với hình shop đăng",màu sắc đen đúng với mô_tả khác xa với ảnh tiếc vì mẫu không giống với hình shop đăng
1,12992282607,23849591308,Quần bò jean nữ ống loe co giãn jeans cạp cao cao cấp jeanshop_0603,"Saooo shop giao em màu quần kì zẫyyy 🥹
Fom đẹp mà màu quần mặc ai cũng chê luôn á 🥹
Chụp lên ảnh nhìn đỡ ở ngoài như đóng phèn v á:))",saooo shop giao em màu quần kì zẫyyy 凉 fom đẹp mà màu quần mặc ai cũng chê luôn á 凉 chụp lên ảnh nhìn đỡ ở ngoài như đóng phèn vậy á <emoji> very happy face or smiley </emoji>
1,13289872008,7141012796,Áo Thun Cổ Tròn Lệch Vai Xoắn Eo Tôn Dáng Nhiều Màu Ulzzang,T bị mất vid bóc hàng r :) áo đúng mẫu nhưng chất vải thì wtf ? Kh co giãn tí nào thì kbt là ai mặc đc cái áo đó :) người bé tí còn không chui được ( mặc  thử cho con bé con lớp 1 còn khó í ),tao bị mất viết bóc hàng r <emoji> happy face or smiley </emoji> áo đúng mẫu nhưng chất vải thì wtf không co_giãn tí nào thì kbt là ai mặc đc cái áo đó <emoji> happy face or smiley </emoji> người bé tí còn không chui được mặc thử cho con_bé con lớp một còn khó í
1,13154856362,18076544574,[ Rẻ Vô Địch ] Áo Khoác Nỉ Nam Nữ Form Rộng Tay Lỡ Unisex chữ,Quá tệ ! Màu thì xấu không ngờ áo lại như vậy may rẻ nên t k trả hàng 😏,quá tệ màu thì xấu không ngờ áo lại như_vậy may rẻ nên tao không trả hàng <emoji> smirking face </emoji>
1,12792217573,14395790114,DIDIKA Áo Len Tay Dài Cổ Tròn Dáng Rộng Họa Tiết Kẻ Sọc Màu Sắc Tương Phản Thời Trang Mùa Đông Hàn Quốc,"Hàng đẹp quá
Mặc rất thoải mái
Mỗi tội đắt",hàng đẹp quá mặc rất thoải_mái mỗi_tội đắt
1,12836350364,22148769772,"Áo thun local brand ONTOP Ripple, Áo thun Unisex form rộng tay lỡ nam nữ chất thoáng mát.","Đúng với mô tả:vải mỏng
Chất liệu:mỏng
Màu sắc:Đúng

Ko đc tốt",đúng với mô_tả vải mỏng chất_liệu mỏng màu_sắc đúng không đc tốt
1,12074443130,6888422353,Quần Ống Rộng Cullotes Vải Nữ Cạp Cao Dài Suông Đen Đi Học,"Màu sắc:đen
Đúng với mô tả:ko
Chất liệu:vải mỏng

From ko đẹp đâu ạ mỏng lắm í mạng lên nhìn giấu ko tôn dán không nên mua phí tiền",màu sắc đen đúng với mô_tả không chất_liệu vải mỏng from không đẹp đâu ạ mỏng lắm í mạng lên nhìn giấu không tôn dán không nên mua phí tiền
1,13210436544,18281471951,Tất Nam Châm Hình Đôi Mắt Hoạt Hình Xinh Xắn Cho Cặp Đôi,Mắc gì tất nam châm nma kh có nam châm :)),mắc gì tất nam_châm nma không có nam_châm <emoji> very happy face or smiley </emoji>
1,12889531586,19776807429,Quần Ống Rộng Túi Vuông Cơi Trước Dây Nơ Cách Điệu 2 Hông Siêu Hot. M899,"Tôi mua 4 quần size XL giờ rảnh mở ra xem,4 quần size khác nhau,có nhỏ,có lớn,ko mặc vừa,gửi shop để giải quyết nhé",tôi mua bốn quần size xl giờ rảnh mở ra xem bốn quần size khác nhau có nhỏ có lớn không mặc vừa gửi shop để giải_quyết nhé
1,10404767747,23200225983,áo khoác nỉ hoodie form rộng mũ 2 màu in logo phong cách hàn quốc CAMASTORE M451,Vải quá mỏng,vải quá mỏng
1,13287460874,18076544574,[ Rẻ Vô Địch ] Áo Khoác Nỉ Nam Nữ Form Rộng Tay Lỡ Unisex chữ,"Đúng với mô tả:không đúng

Hàng không giống hình, áo có 2 màu chỉ",đúng với mô_tả không đúng hàng không giống hình áo có hai màu chỉ
1,13281003288,18894188708,"Áo Khoác Thom , Áo Khoác Lông Cừu 4 Sọc Cánh Tay Dày Dặn Siêu Ấm","Chất liệu:lừa ddaor
Đúng với mô tả:k đúng

Bán áo người lớn gửi quần e bé làm ăn thế này k ai dám đặt trên này nữa đâu",chất_liệu lừa ddaor đúng với mô_tả không đúng bán áo người_lớn gửi quần em bé làm_ăn thế_này không ai dám đặt trên này nữa đâu
1,12235878024,19776807429,Quần Ống Rộng Túi Vuông Cơi Trước Dây Nơ Cách Điệu 2 Hông Siêu Hot. M899,"Màu sắc:khác so với hình
Chất liệu:vải ok

Thất vọng :)))))",màu_sắc khác so với hình chất_liệu vải ok thất_vọng
1,12858780130,17398550424,Áo khoác thể thao 3 sọc logo Das chất nỉ bông dày dặn TONGKHOSI,"Chất liệu:mỏng kc túi áo
Đúng với mô tả:k
Màu sắc:đen

Trên live thì live áo xịn giao đến thì áo mỏng vs kc túi áo",chất_liệu mỏng kc túi áo đúng với mô_tả không màu sắc đen trên live thì live áo xịn giao đến thì áo mỏng với kc túi áo
1,13273575318,19885230667,"Áo Khoác Thom , Áo Khoác Lông Cừu Dây Kéo Khoá 4 Sọc Cánh Tay","Đúng với mô tả:sai

đặt áo giao quần con nít ??",đúng với mô_tả sai đặt áo giao quần con_nít
1,12838449911,23208278966,Áo nỉ nữ polo khóa cổ dài tay form rộng in chữ phong cách Hàn Quốc CAMASTORE M490,"Màu sắc:màu nâu

Bạn nào muốn mặc ôm chít người  thì là phù hợp nha, nhưng dáng áo này phải rộng mới đẹp hhuh chất thì cũng oke. Mặc nên tăng 1 size nha",màu_sắc màu nâu bạn nào muốn mặc ôm chít người thì là phù_hợp nha nhưng dáng áo này phải rộng mới đẹp hhuh chất thì cũng oke mặc nên tăng một size nha
1,12769346424,18691602975,Quần Ống Rộng Nữ Cạp Chun Vải Đũi Cao Cấp Lên Dáng Siêu Xinh MA096,Quần rất là xấu luôn và to nữa,quần rất là xấu luôn và to nữa
1,13311395738,23200225983,áo khoác nỉ hoodie form rộng mũ 2 màu in logo phong cách hàn quốc CAMASTORE M451,Áo khoác quá mỏng,áo_khoác quá mỏng
1,13331250493,19082573960,Áo Khoác Hoodie Zip Chất Nỉ Bông Mũ 2 Lớp In Chữ BLANCE 336,"Màu sắc:be

Quá tệ, in chữ kiểu gì mà giặt bị lem ra làm bẩn hết áo luôn bây giờ nhìn áo vừa bị đen nhìn rất ghê. Do sáng quá nên ko nhìn rõ vết bẩn của nó",màu_sắc be quá tệ in chữ kiểu gì mà giặt bị lem ra làm bẩn hết áo luôn bây_giờ nhìn áo vừa bị đen nhìn rất ghê do sáng quá nên không nhìn rõ vết bẩn của nó
1,13042101662,18076544574,[ Rẻ Vô Địch ] Áo Khoác Nỉ Nam Nữ Form Rộng Tay Lỡ Unisex chữ,"Chất dởm
Hàng gần trăm ngàn mà chất như mấy áo 3-40 chục",chất dởm hàng gần trăm_ngàn mà chất như mấy áo ba 40 chục
1,11577080722,22313943551,💛 Loại Đẹp 💛 Tất Nam Nữ Cổ Cao Cổ Ngắn Thể Thao Thời Trang Cao Cấp - Tất Vớ Nike Nam Nữ Vải Dệt Kim Khử Mùi Kháng Khuẩn,Tất bị lủng mấy chám ae đừng nên mua 😤😤,tất bị lủng mấy chám ae đừng nên mua <emoji> face with steam from nose </emoji> <emoji> face with steam from nose </emoji>
1,13103302341,23208278966,Áo nỉ nữ polo khóa cổ dài tay form rộng in chữ phong cách Hàn Quốc CAMASTORE M490,Đúng với mô tả:đặt size M mà như size s🙂,đúng với mô_tả đặt size m mà như size sao <emoji> slightly smiling face </emoji>
1,13165305039,19776807429,Quần Ống Rộng Túi Vuông Cơi Trước Dây Nơ Cách Điệu 2 Hông Siêu Hot. M899,"mình 1m63, nặng 47kg rồi mà mặc sz S không vừa
quần thì nhăn
vải không thích và quá xấu
mua 1 lần là không có lần thứ 2
mặc lên k đẹp tí nào cả",mình một m63 nặng 47 không rồi mà mặc sz sao không vừa quần thì nhăn vải không thích và quá xấu mua một lần là không có lần thứ hai mặc lên không đẹp tí nào cả
1,13248281363,22148769772,"Áo thun local brand ONTOP Ripple, Áo thun Unisex form rộng tay lỡ nam nữ chất thoáng mát.","Chất liệu:vải quá xấu
Đúng với mô tả:ko đúng với sản phẩm

Vải quá xấu",chất_liệu vải quá xấu đúng với mô_tả không đúng với sản_phẩm vải quá xấu
1,12528379506,23200225983,áo khoác nỉ hoodie form rộng mũ 2 màu in logo phong cách hàn quốc CAMASTORE M451,Chất liệu:vải khô rang mỏng,chất_liệu vải khô_rang mỏng
1,13039375548,13908068019,Áo Sweater Nỉ Nam Nữ Raplang 3 Sọc Tay Form Rộng Ulzzang,Xấu,xấu
1,11955445156,6888422353,Quần Ống Rộng Cullotes Vải Nữ Cạp Cao Dài Suông Đen Đi Học,"Chất liệu:rất mỏng
Màu sắc:ổn

Có từng mua rồi và lần này là lần đặt lại nhưng vải lại mỏng hơn đợt trước",chất_liệu rất mỏng màu_sắc ổn có từng mua rồi và lần này là lần đặt lại nhưng vải lại mỏng hơn đợt trước
1,13067218999,19872577573,Quần Suông Nữ Dáng Dài Ống Rộng Lưng Cao Thun Gân Tăm Thời Trang Sugal QUAN NU 043,Chất liệu vải ko giống như quảng cáo.phom lên không chuẩn,chất_liệu vải không giống như quảng_cáo phom lên không chuẩn
1,13168748955,19872577573,Quần Suông Nữ Dáng Dài Ống Rộng Lưng Cao Thun Gân Tăm Thời Trang Sugal QUAN NU 043,Mình đặt be hồng shop đi giao màu  be,mình đặt be hồng shop đi giao màu be
1,13155801756,7141012796,Áo Thun Cổ Tròn Lệch Vai Xoắn Eo Tôn Dáng Nhiều Màu Ulzzang,"Đúng với mô tả:xaaus
Màu sắc:k đẹp
Chất liệu:mỏng

xấu",đúng với mô_tả xaaus màu_sắc không đẹp chất_liệu mỏng xấu
1,12821591583,23208278966,Áo nỉ nữ polo khóa cổ dài tay form rộng in chữ phong cách Hàn Quốc CAMASTORE M490,"Đúng với mô tả:không đúng
Màu sắc:không đúng
Chất liệu:nỉ bông

Màu chuyển sang màu vàng và không được đẹp. Hình ảnh chỉ mang tính chất nhận xu",đúng với mô_tả không đúng màu_sắc không đúng chất_liệu nỉ bông màu chuyển sang màu vàng và không được đẹp hình_ảnh chỉ mang tính_chất nhận xu
1,13110428517,19061220384,Áo khoá nỉ 336 PM11,"Chất liệu:mỏng
Đúng với mô tả:đúng nhưng kì vãi
Màu sắc:be

Tưởng dẹp nhưng nó rất mỏng kh giống như hình màu be nhưng rất kì 😡",chất_liệu mỏng đúng với mô_tả đúng nhưng kì vãi màu_sắc be tưởng dẹp nhưng nó rất mỏng không giống như hình màu be nhưng rất kì <emoji> pouting face </emoji>
1,10508754658,6888422353,Quần Ống Rộng Cullotes Vải Nữ Cạp Cao Dài Suông Đen Đi Học,"Màu sắc:đen
Đúng với mô tả:ko đúng
Chất liệu:ko biết

hình ảnh mang tính chất nhận xu
Vải quá xấu may quá là xấu mn đừng mua nhìn quần như bà già",màu sắc đen đúng với mô_tả không đúng chất_liệu không biết hình_ảnh mang tính_chất nhận xu vải quá xấu may quá là xấu mọi người đừng mua nhìn quần như bà_già
1,13345945890,18691602975,Quần Ống Rộng Nữ Cạp Chun Vải Đũi Cao Cấp Lên Dáng Siêu Xinh MA096,Chất liệu:đẹp nhưng dài quá. bạn nào thấp k nên mua nhé. mình mua về mặc dài quá đi cứ đạp lên,chất_liệu đẹp nhưng dài quá bạn nào thấp không nên mua nhé mình mua về mặc dài quá đi cứ đạp lên
1,12249339109,19776807429,Quần Ống Rộng Túi Vuông Cơi Trước Dây Nơ Cách Điệu 2 Hông Siêu Hot. M899,"Quần quá tệ , với lại rất rộng - hai ba người xỏ chung còn vừa , đi may lại quần hết 20k , vừa may eo , vừa chỉnh ổng quần quá rộng, shipped tệ , vải xấu , mặc vào nhìn giống quần bị ướt, bỏ ra gần 100k mà sản phẩm tệ , rất thất vọng, mong tìm được chất vải đẹp hơn , phù hợp vs giá tiền",quần quá tệ với_lại rất rộng hai ba người xỏ chung còn vừa đi may lại quần hết 20 không vừa may eo vừa chỉnh ổng quần quá rộng shipped tệ vải xấu mặc vào nhìn giống quần bị ướt bỏ ra gần 100 không mà sản_phẩm tệ rất thất_vọng mong tìm được chất vải đẹp hơn phù_hợp với giá tiền
1,13064320395,18362612598,Áo Khoác Cardigan Viền Xanh Nâu FRMLK Form Rộng chew,"Hàng như chubin ấy 
Shoppe báo đã nhận đc hàng nhưng chưa thấy hàng đây hỏi shop thù shop bảo hỏi shoppe hỏi shoppe thì lại bảo kh bt kh nên mua làm gì",hàng như chubin ấy shoppe báo đã nhận đc hàng nhưng chưa thấy hàng đây hỏi shop thù shop bảo hỏi_shoppe_hỏi shoppe thì lại bảo không biết không nên mua làm_gì
1,10719173410,23200225983,áo khoác nỉ hoodie form rộng mũ 2 màu in logo phong cách hàn quốc CAMASTORE M451,Hình như áo nhầm hàng hình thì thấy 2 lớp giao hàng thấy 1 lớp nón,hình_như áo nhầm hàng hình thì thấy hai lớp giao hàng thấy một lớp nón
1,12937237619,17398550424,Áo khoác thể thao 3 sọc logo Das chất nỉ bông dày dặn TONGKHOSI,"Màu sắc:trắng,đen
Đúng với mô tả:rất mỏng như rẻ lau
Chất liệu:vải thô

Rất xấu nha mn k nên mua mk mua 2c 65k cái rẻ lau này chắc là hợp lý á sai lầm khi mua",màu_sắc trắng_đen đúng với mô_tả rất mỏng như rẻ lau chất_liệu vải thô rất xấu nha mọi người không nên mua mk mua hai c 65 không cái rẻ lau này chắc là hợp_lý á sai_lầm khi mua
1,6356916785,1592182206,Áo len tăm cổ 3 phân (quảng châu),"Hàng khá đẹp,rất mềm,nhưng cho đến khi thấy bên tay áo,chỉ bị rách may ko hết,đề nghị shop đổi lại,shop lm ăn ko hề uy tín một chút nào,rõ mik nt cho shop từ hôm qua vậy mà shop onl rất nhiều lại ko tl,từ sau ko Bh quay lại đây 1 lần nào nx",hàng khá đẹp rất mềm nhưng cho đến khi thấy bên tay_áo chỉ bị rách may không hết đề_nghị shop đổi lại shop làm_ăn không hề uy_tín một_chút nào rõ mik nhắn_tin cho shop từ hôm_qua vậy_mà shop onl rất nhiều lại không trả_lời từ sau không bh quay lại đây một lần nào nữa
1,10202841575,6888422353,Quần Ống Rộng Cullotes Vải Nữ Cạp Cao Dài Suông Đen Đi Học,"Chất liệu:tốt
Màu sắc:giống ảnh
Đúng với mô tả:Không đúng như ảnh

Quần giao không đúng với ảnh, mình rất mong đợi mà không giống như trên ảnh.",chất_liệu tốt màu_sắc giống ảnh đúng với mô_tả không đúng như ảnh quần giao không đúng với ảnh mình rất mong_đợi mà không giống như trên ảnh
1,13258729452,18894188708,"Áo Khoác Thom , Áo Khoác Lông Cừu 4 Sọc Cánh Tay Dày Dặn Siêu Ấm","Đúng với mô tả:đặc áo khoác lông cừu ship quần trẻ em:))

Giao k đúng hàng, lừa bịa đó mọi người. Nhắn tin shop k repp. Yêu cầu shop hoàn tiền lại cho toii",đúng với mô_tả đặc áo_khoác lông cừu ship quần trẻ_em <emoji> very happy face or smiley </emoji> giao không đúng hàng lừa bịa đó mọi người nhắn_tin shop không repp yêu_cầu shop hoàn tiền lại cho toii
1,13180433895,18894188708,"Áo Khoác Thom , Áo Khoác Lông Cừu 4 Sọc Cánh Tay Dày Dặn Siêu Ấm",Đúng với mô tả:đặt 2 áo lông mà lúc hàng về lại là 1 áo len mỏng dính xấu mn đừng nên mua 😃 rất tệ  😃,đúng với mô_tả đặt hai áo lông mà lúc hàng về lại là một áo len mỏng_dính xấu mọi người đừng nên mua <emoji> grinning face with big eyes </emoji> rất tệ <emoji> grinning face with big eyes </emoji>
1,13313781670,18894188708,"Áo Khoác Thom , Áo Khoác Lông Cừu 4 Sọc Cánh Tay Dày Dặn Siêu Ấm","Lừa đảo đấy ạ, đừng ai vào mua nhé
Nó giao hàng tới là cái quần trẻ em mà mang ko được nữa, trong khi đặt lại là áo khoác người lớn
Né gấp đi ạ",lừa_đảo đấy ạ đừng ai vào mua nhé nó giao hàng tới là cái quần trẻ_em mà mang không được nữa trong khi đặt lại là áo_khoác người_lớn né gấp đi ạ
1,13227318266,19885230667,"Áo Khoác Thom , Áo Khoác Lông Cừu Dây Kéo Khoá 4 Sọc Cánh Tay",SẢN Phẩm Về Saii Hàng,sản_phẩm về saii hàng
1,13338018979,19082573960,Áo Khoác Hoodie Zip Chất Nỉ Bông Mũ 2 Lớp In Chữ BLANCE 336,Ko đúng như ảnh,không đúng như ảnh
1,11886618276,22313943551,💛 Loại Đẹp 💛 Tất Nam Nữ Cổ Cao Cổ Ngắn Thể Thao Thời Trang Cao Cấp - Tất Vớ Nike Nam Nữ Vải Dệt Kim Khử Mùi Kháng Khuẩn,Mang 3 đôi thì mới thấy 2 đôi bị rách 2 lỗ nhỏ ko dám cắt tem 3 đôi còn lại lun mỏng dính dễ rách lưu ý khi mua,mang ba đôi thì mới thấy hai đôi bị rách hai lỗ nhỏ không dám cắt tem ba đôi còn lại lun mỏng_dính dễ rách lưu_ý khi mua
1,11537363952,22313943551,💛 Loại Đẹp 💛 Tất Nam Nữ Cổ Cao Cổ Ngắn Thể Thao Thời Trang Cao Cấp - Tất Vớ Nike Nam Nữ Vải Dệt Kim Khử Mùi Kháng Khuẩn,Hàng chưa giao mà để là Đã Giao Thành Công là sao dị,hàng chưa giao mà để là đã giao thành_công là sao dị
1,10573754675,21135778838,Áo nỉ hoodie nữ form rộng cute hàn quốc CaMa Store M409,Tồi,tồi
1,13180895464,19082573960,Áo Khoác Hoodie Zip Chất Nỉ Bông Mũ 2 Lớp In Chữ BLANCE 336,"Chất liệu:nhiều chỉ thừa , mỏng",chất_liệu nhiều chỉ thừa mỏng
1,13212862056,17596371113,Áo Sweater BOXY INS Chất Nỉ Bông Dầy Dặn Thêu Đắp Vải Form Rộng Nam Nữ Nhiều Màu_SSSTore,"Màu sắc:sai
Chất liệu:mỏng

shop giao sai màu, áo còn bị bạc màu",màu_sắc sai chất_liệu mỏng shop giao sai màu áo còn bị bạc_màu
1,13131560794,17778903479,"Áo Khoác Gió Nữ 2 Lớp Cao Cấp Hidoli,Áo Gió Nữ 2 Lớp Chống Nước Có Khoá Túi,Nón Tháo Rời","Chất liệu:cũng được so với giá tiền
Màu sắc:đúng màu mình chọn
Đúng với mô tả:không như video quảng cáo mà mình chọn,áo mình chọn có túi ở trong và túi ngoài trước ngực",chất_liệu cũng được so với giá tiền màu_sắc đúng màu mình chọn đúng với mô_tả không như video quảng_cáo mà mình chọn áo mình chọn có túi ở trong và túi ngoài trước ngực
1,13045738249,22313943551,💛 Loại Đẹp 💛 Tất Nam Nữ Cổ Cao Cổ Ngắn Thể Thao Thời Trang Cao Cấp - Tất Vớ Nike Nam Nữ Vải Dệt Kim Khử Mùi Kháng Khuẩn,Hàng chưa thấy gọi mà trong shopii ghi đã nhận hàng là sao ???,hàng chưa thấy gọi mà trong shopii ghi đã nhận hàng là sao
1,10404581461,23208278966,Áo nỉ nữ polo khóa cổ dài tay form rộng in chữ phong cách Hàn Quốc CAMASTORE M490,"Chất liệu:nỉ
Đúng với mô tả:không

thật sự quá thất vọng về shop luôn , chờ đợi hơn 1 tuần r giao sai ngay cái màu mình ghét , thấy đánh giá cao nên mình chủ quan vừa nhận hàng đã unbox nên ko có video . Nchung lần đầu cx như lần cuối ghé shop .",chất_liệu nỉ đúng với mô_tả không thật_sự quá thất_vọng về shop luôn chờ_đợi hơn một tuần r giao sai ngay cái màu mình ghét thấy đánh_giá cao nên mình chủ_quan vừa nhận hàng đã unbox nên không có video nchung lần đầu cx như lần cuối ghé shop
1,13164689178,18076544574,[ Rẻ Vô Địch ] Áo Khoác Nỉ Nam Nữ Form Rộng Tay Lỡ Unisex chữ,Tệ hơn mình nghĩ mọi người ạ áo thì mỏng đường may thì sơ sài in chữ cx chả sắc nét j mn nên tránh nha,tệ hơn mình nghĩ mọi người ạ áo thì mỏng đường may thì sơ_sài in chữ cx chả sắc nét gì mọi người nên tránh nha
1,13310524947,19061220384,Áo khoá nỉ 336 PM11,"Màu sắc:không đúng vs hình
Chất liệu:như xốp

Nch là tệ",màu_sắc không đúng với hình chất_liệu như xốp nch là tệ
1,12916034113,23208278966,Áo nỉ nữ polo khóa cổ dài tay form rộng in chữ phong cách Hàn Quốc CAMASTORE M490,"Màu sắc:không phải nâu như hình mà là nâu như áo sư ấy các bạn
Chất liệu:thô, thô, thô và cứng nha

nhìn ảnh rõ đẹp, mẹ bảo thôi đừng đen nữa thế là mua nâu, mà nâu tồi tàn, nâu ko thể mặc, nâu nản, nâu thất vọng, nâu sồuuuu 😢🥲🤭",màu_sắc không phải nâu như hình mà là nâu như áo sư ấy các bạn chất_liệu thô thô thô và cứng nha nhìn ảnh rõ đẹp mẹ bảo thôi đừng đen nữa thế_là mua nâu mà nâu tồi_tàn nâu không_thể mặc nâu nản nâu thất_vọng nâu sồuuuu <emoji> crying face </emoji> <emoji> smiling face with tear </emoji> <emoji> face with hand over mouth </emoji>
1,12826629203,21135778838,Áo nỉ hoodie nữ form rộng cute hàn quốc CaMa Store M409,"Màu sắc:xanh lá
Chất liệu:cũng dc
Đúng với mô tả:hok đúng nha

Mua áo này giao áo kia bó tay",màu_sắc xanh lá chất_liệu cũng được đúng với mô_tả hok đúng nha mua áo này giao áo kia bó_tay
1,12937614256,17398550424,Áo khoác thể thao 3 sọc logo Das chất nỉ bông dày dặn TONGKHOSI,"Chất liệu:vải
Đúng với mô tả:không
Màu sắc:đỏ

Nhưuuuuuuuuuuuuu loonfnnnnnnnnnnnnnnnnnnnnn
Đccccccmmmmmm shopppppp",chất_liệu vải đúng với mô_tả không màu_sắc đỏ nhưuuuuuuuuuuuuu loonfnnnnnnnnnnnnnnnnnnnnn đccccccmmmmmm shopppppp
1,13118462650,23048137378,Quần Kaki Ống Rộng Nữ Túi Hộp Bo Gấu Rocky Phong Cách Hàn Quốc,Cl,cl
1,3896590160,1592182206,Áo len tăm cổ 3 phân (quảng châu),Đặt be nhạt mà giáo be đậm là saoooooooooooooooooooooooooo,đặt be nhạt mà giáo be đậm là saoooooooooooooooooooooooooo
1,12724044759,18076544574,[ Rẻ Vô Địch ] Áo Khoác Nỉ Nam Nữ Form Rộng Tay Lỡ Unisex chữ,"Đúng với mô tả:xấu
Màu sắc:ko đúng ảnh mẫu, mình đặt màu be nhưng hàng về màu be sáng quá gần như màu lòng tôm
Chất liệu:đúng mô tả

Rẻ mà xấu ko đáng tiền mua phí",đúng với mô_tả xấu màu_sắc không đúng ảnh mẫu mình đặt màu be nhưng hàng về màu be sáng quá gần như màu lòng tôm chất_liệu đúng mô_tả rẻ mà xấu không đáng tiền mua phí
1,12579213563,10656336686,Pijama tay dài cổ vuông bộ đồ ngủ nữ pijama tiểu thư dài tay mặc nhà thu đông CARY,"Đúng với mô tả:sai
Màu sắc:đen,kem sữa

Mình đặt mẫu dây màu đen,kem sữa thì lại gửi cho mình mẫu không dây màu đen xanh hồng.không hiểu kiểu gì.đã thế lại còn ngắn nữa chứ😌",đúng với mô_tả sai màu sắc đen kem sữa mình đặt mẫu dây màu đen kem sữa thì lại gửi cho mình mẫu không dây màu đen xanh hồng không hiểu kiểu gì đã thế lại còn ngắn nữa chứ <emoji> relieved face </emoji>
3,13086397861,18691602975,Quần Ống Rộng Nữ Cạp Chun Vải Đũi Cao Cấp Lên Dáng Siêu Xinh MA096,"Chất liệu:không biết
Đúng với mô tả:60%
Màu sắc:đen

Quần không giống ảnh mấy mik m54 mặc dài nha",chất_liệu không biết đúng với mô_tả 60 màu sắc đen quần không giống ảnh mấy mik m54 mặc dài nha
3,12548743562,18281471951,Tất Nam Châm Hình Đôi Mắt Hoạt Hình Xinh Xắn Cho Cặp Đôi,đepk,đepk
3,13289535781,7141012796,Áo Thun Cổ Tròn Lệch Vai Xoắn Eo Tôn Dáng Nhiều Màu Ulzzang,"Đúng với mô tả:có
Màu sắc:đen
Chất liệu:vải

Vải khá mỏng k đáng tiền lắm nma mặc lên cũng tạm ổn 
Với giá đấy k mong chờ lắm",đúng với mô_tả có màu sắc đen chất_liệu vải vải khá mỏng không đáng tiền lắm nma mặc lên cũng tạm ổn với giá đấy không mong_chờ lắm
3,13160830417,23208278966,Áo nỉ nữ polo khóa cổ dài tay form rộng in chữ phong cách Hàn Quốc CAMASTORE M490,"Áo giống hình,  chọn size lớn nên hơi rộng,  chất lượng cũng được,  phù hợp với giá tiền",áo giống hình chọn size lớn nên hơi rộng chất_lượng cũng được phù_hợp với giá tiền
3,13234329330,19082573960,Áo Khoác Hoodie Zip Chất Nỉ Bông Mũ 2 Lớp In Chữ BLANCE 336,Tạm được,tạm được
3,13304807055,21492358483,"Áo khoác gió nữ lót lông cừu, vải ngoài tráng bạc nano chống nước, chống gió, chống bám bụi,Túi zip đựng áo gió nữ","Đúng với mô tả:tạm so với giá tiền
Màu sắc:cũng được
Chất liệu:k biết",đúng với mô_tả tạm so với giá tiền màu_sắc cũng được chất_liệu không biết
